,ID,class0,class1,class2
0,10000124,0.0597853697836,0.524784326553,0.415430277586
1,10000133,0.306166768074,0.486099362373,0.20773383975
2,10000149,0.0723085328937,0.655605733395,0.272085726261
3,10000156,0.284256964922,0.505657732487,0.210085317492
4,10000161,0.216351822019,0.495028465986,0.288619756699
5,10000162,0.125688523054,0.622073829174,0.252237647772
6,10000165,0.272091925144,0.485320240259,0.242587834597
7,10000181,0.154943078756,0.479196220636,0.36586073041
8,10000187,0.294898509979,0.471879303455,0.23322224617
9,10000190,0.251469135284,0.509971439838,0.238559424877
10,10000195,0.146736189723,0.542961239815,0.310302555561
11,10000196,0.0695624649525,0.726908028126,0.203529506922
12,10000201,0.110753886402,0.501034319401,0.388211756945
13,10000203,0.058389339596,0.545977592468,0.395633101463
14,10000205,0.057347767055,0.714319705963,0.22833250463
15,10000206,0.343529582024,0.440587639809,0.215882793069
16,10000209,0.0622873641551,0.510606467724,0.427106171846
17,10000210,0.157246381044,0.379947930574,0.462805658579
18,10000212,0.192649334669,0.506855428219,0.300495266914
19,10000214,0.908785402775,0.0474588833749,0.043755710125
20,10000219,0.107498027384,0.567644536495,0.324857473373
21,10000224,0.294229865074,0.513760089874,0.19201003015
22,10000229,0.149435460567,0.435983121395,0.414581418037
23,10000230,0.23333747685,0.584789335728,0.181873142719
24,10000233,0.279815852642,0.52037280798,0.199811398983
25,10000240,0.225650712848,0.518440306187,0.255908966064
26,10000254,0.153293669224,0.477450698614,0.369255572557
27,10000262,0.0552550330758,0.471855193377,0.472889721394
28,10000265,0.697821676731,0.140957146883,0.161221131682
29,10000271,0.0619750842452,0.580318033695,0.357706904411
30,10000276,0.143840432167,0.446873098612,0.409286439419
31,10000277,0.0554135031998,0.51070523262,0.433881282806
32,10000294,0.0639962628484,0.638010442257,0.297993272543
33,10000296,0.863734960556,0.058819681406,0.077445320785
34,10000311,0.0595586672425,0.540481328964,0.399959981441
35,10000317,0.128243893385,0.525727033615,0.346029102802
36,10000319,0.144575759768,0.415891170502,0.439533114433
37,10000320,0.157231464982,0.440259873867,0.40250864625
38,10000321,0.157544359565,0.454266697168,0.388188958168
39,10000325,0.068827599287,0.695705831051,0.235466599464
40,10000329,0.209866672754,0.575169682503,0.214963674545
41,10000339,0.0667155086994,0.574639439583,0.35864508152
42,10000340,0.147471025586,0.434843152761,0.417685776949
43,10000345,0.119601033628,0.527448058128,0.352950900793
44,10000373,0.277949750423,0.510787367821,0.211262881756
45,10000375,0.904751479626,0.0450759716332,0.0501725785434
46,10000387,0.188167974353,0.532188951969,0.279643058777
47,10000396,0.074742347002,0.696555018425,0.228702619672
48,10000400,0.0678559094667,0.677287757397,0.254856318235
49,10000407,0.264236062765,0.535064280033,0.200699701905
50,10000413,0.0717499107122,0.71617180109,0.212078273296
51,10000416,0.903146028519,0.051755733788,0.045098207891
52,10000417,0.217588365078,0.446023672819,0.336388021708
53,10000420,0.0643851831555,0.518408119678,0.417206674814
54,10000424,0.133942216635,0.520996749401,0.345061063766
55,10000426,0.168356508017,0.512380599976,0.319262862206
