,ID,class0,class1,class2
0,10000124,0.0461483451537,0.554514685972,0.399336968874
1,10000133,0.184963896689,0.638141824605,0.176894278706
2,10000149,0.0988511970331,0.628421837466,0.272726965501
3,10000156,0.176161071216,0.589509400641,0.234329528143
4,10000161,0.129199015769,0.57725701685,0.293543967381
5,10000162,0.0760569422593,0.679463013855,0.244480043885
6,10000165,0.188438945772,0.582399963073,0.229161091155
7,10000181,0.0781935025117,0.540976892107,0.380829605381
8,10000187,0.188983970444,0.58291916932,0.228096860236
9,10000190,0.135434002618,0.615962021967,0.248603975415
10,10000195,0.109586865924,0.569417609784,0.320995524292
11,10000196,0.09283521628,0.697869579259,0.209295204461
12,10000201,0.0546493833471,0.542725341439,0.402625275214
13,10000203,0.0382495163649,0.546884588314,0.414865895321
14,10000205,0.0671180743683,0.708098789768,0.224783135864
15,10000206,0.246521400761,0.539505635862,0.213972963377
16,10000209,0.0485595242004,0.538227450956,0.413213024843
17,10000210,0.0694608816363,0.467001569855,0.463537548508
18,10000212,0.162469696809,0.505667183004,0.331863120188
19,10000214,0.82935398941,0.108819697289,0.061826313301
20,10000219,0.0599051328934,0.5796915289,0.360403338207
21,10000224,0.243975791131,0.56181240763,0.194211801239
22,10000229,0.0811946391754,0.494082753184,0.42472260764
23,10000230,0.137305311099,0.631604367545,0.231090321356
24,10000233,0.173914874257,0.599830466443,0.2262546593
25,10000240,0.129266399322,0.603349239438,0.26738436124
26,10000254,0.0577179840029,0.563769440144,0.378512575853
27,10000262,0.027474933949,0.46879431414,0.503730751911
28,10000265,0.484504562751,0.29665051463,0.218844922619
29,10000271,0.0385332924642,0.565253352384,0.396213355152
30,10000276,0.0544906718316,0.528385695996,0.417123632172
31,10000277,0.0318058435903,0.5297844375,0.43840971891
32,10000294,0.0455406766401,0.608674321229,0.345785002131
33,10000296,0.746220371321,0.121946522266,0.131833106413
34,10000311,0.0488462426281,0.543367791373,0.407785965999
35,10000317,0.0723422171853,0.569898054678,0.357759728137
36,10000319,0.0597319102536,0.49974808215,0.440520007597
37,10000320,0.0846295881158,0.502629061333,0.412741350551
38,10000321,0.0805367564629,0.525158329806,0.394304913731
39,10000325,0.0628913690897,0.6886693374,0.24843929351
40,10000329,0.122859960757,0.632826611492,0.244313427751
41,10000339,0.0512292098516,0.573681180791,0.375089609358
42,10000340,0.0843160703359,0.489268383009,0.426415546655
43,10000345,0.0472137514691,0.559663300921,0.39312294761
44,10000373,0.183780789081,0.570619483114,0.245599727805
45,10000375,0.777509330188,0.116941029004,0.105549640808
46,10000387,0.122164568758,0.587407743387,0.290427687856
47,10000396,0.0873062267627,0.657685938381,0.255007834857
48,10000400,0.0599147776325,0.692352189222,0.247733033146
49,10000407,0.150239348964,0.638411443216,0.21134920782
50,10000413,0.0989178234255,0.66275971443,0.238322462145
51,10000416,0.745505835089,0.180184922054,0.0743092428561
52,10000417,0.093470610189,0.527439711381,0.37908967843
53,10000420,0.0437232244098,0.556341466473,0.399935309117
54,10000424,0.0703967971626,0.557558523773,0.372044679065
55,10000426,0.106911059098,0.548346140521,0.34474280038
56,10000431,0.0680545336014,0.563439967008,0.368505499391
57,10000438,0.086502872784,0.592811082606,0.32068604461
58,10000443,0.0581130067584,0.53550900591,0.406377987331
59,10000445,0.070929460149,0.556556228528,0.372514311323
60,10000447,0.789165361663,0.160654801139,0.0501798371981
61,10000449,0.688694904348,0.187089621854,0.124215473798
62,10000464,0.199263087549,0.564153704586,0.236583207865
63,10000468,0.147883989783,0.613015854663,0.239100155554
64,10000469,0.0677922786836,0.728117223475,0.204090497841
65,10000483,0.0761089018766,0.543252074026,0.380639024097
66,10000488,0.068111292183,0.639769577997,0.29211912982
67,10000497,0.0574084663497,0.550305149691,0.392286383959
68,10000499,0.655061558146,0.136951653338,0.207986788516
69,10000501,0.0731352690644,0.564342121906,0.36252260903
70,10000507,0.0880786032856,0.521666476411,0.390254920304
71,10000510,0.47735566867,0.30973778308,0.21290654825
72,10000511,0.0557650547,0.550208110471,0.394026834829
73,10000512,0.481050967739,0.277815404233,0.241133628028
74,10000515,0.125039540422,0.619134937618,0.25582552196
75,10000519,0.102444968107,0.553269943872,0.344285088021
76,10000521,0.109333955234,0.509748432753,0.380917612013
77,10000532,0.0404195221791,0.547956084896,0.411624392925
78,10000536,0.123820940273,0.578824276857,0.29735478287
79,10000541,0.157011122852,0.591661328522,0.251327548626
80,10000546,0.700562006368,0.209699880318,0.0897381133146
81,10000549,0.756122495719,0.147238493042,0.0966390112395
82,10000556,0.761046723618,0.184846039896,0.0541072364855
83,10000560,0.822400117761,0.129141003422,0.0484588788175
84,10000561,0.0855898881293,0.543082448398,0.371327663473
85,10000565,0.795969920679,0.147706869988,0.0563232093326
86,10000575,0.0602844897599,0.59215511951,0.347560390731
87,10000589,0.090034348235,0.56210200413,0.347863647635
88,10000591,0.121805387783,0.520566846937,0.35762776528
89,10000599,0.677546593385,0.251012510653,0.0714408959616
90,10000604,0.106714664129,0.549527124428,0.343758211442
91,10000606,0.0775272346487,0.636958390305,0.285514375046
92,10000628,0.0498214726341,0.599860882772,0.350317644594
93,10000642,0.101764677963,0.599979455636,0.298255866401
94,10000646,0.0457179800303,0.553444783029,0.40083723694
95,10000675,0.578474521807,0.266106164767,0.155419313426
96,10000678,0.0670008846288,0.720710629206,0.212288486166
97,10000679,0.763230605868,0.158737887614,0.0780315065183
98,10000683,0.139778835698,0.631653872555,0.228567291747
99,10000692,0.653513546499,0.234560534055,0.111925919446
100,10000696,0.0554419603146,0.562735625523,0.381822414163
101,10000705,0.0548173356682,0.679989840741,0.265192823591
102,10000726,0.236903407206,0.554313492847,0.208783099947
103,10000734,0.217725486069,0.606439023354,0.175835490577
104,10000735,0.0929740500011,0.490360796321,0.416665153678
105,10000743,0.1313227493,0.618772668927,0.249904581772
106,10000746,0.171236426522,0.584254226274,0.244509347204
107,10000748,0.737098436336,0.190407921791,0.0724936418727
108,10000750,0.0904828191914,0.564782775875,0.344734404934
109,10000755,0.149911427095,0.587802035037,0.262286537869
110,10000756,0.0673740911551,0.575126650768,0.357499258077
111,10000758,0.166272876735,0.642837254067,0.190889869197
112,10000760,0.0750275844432,0.57963626294,0.345336152616
113,10000791,0.0667037913847,0.686989414545,0.246306794071
114,10000799,0.161395944201,0.629596687207,0.209007368592
115,10000801,0.32425736656,0.500346534321,0.175396099119
116,10000804,0.0796228402341,0.490563003396,0.42981415637
117,10000814,0.0419348246201,0.538199121607,0.419866053773
118,10000824,0.104130468321,0.531396432389,0.36447309929
119,10000830,0.109243328434,0.518135326252,0.372621345314
120,10000832,0.494209500304,0.285431627748,0.220358871948
121,10000833,0.12433479951,0.657587470461,0.21807773003
122,10000864,0.0827166240628,0.579462572607,0.33782080333
123,10000867,0.0926286538365,0.520619622944,0.38675172322
124,10000885,0.104177385814,0.532283986655,0.363538627531
125,10000887,0.0465658484589,0.551685171288,0.401748980253
126,10000888,0.0715088547471,0.562203543394,0.366287601858
127,10000897,0.072570427757,0.585452317805,0.341977254438
128,10000898,0.106890138064,0.552561704301,0.340548157635
129,10000905,0.0917238838851,0.498221360671,0.410054755444
130,10000907,0.0484609347052,0.520054342259,0.431484723035
131,10000916,0.0370689249256,0.560248534036,0.402682541038
132,10000917,0.0560845181736,0.673104875834,0.270810605993
133,10000925,0.726713300369,0.16042058709,0.112866112541
134,10000930,0.0830993898928,0.59090135462,0.325999255487
135,10000939,0.0567460993491,0.531118464647,0.412135436004
136,10000940,0.118375548632,0.626762309546,0.254862141822
137,10000942,0.07371637521,0.52510530468,0.40117832011
